# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      31     -0.20717698E-01     -0.21858269E-01     -0.18394400E-02     -0.32208121E-02
      32     -0.20803164E-01     -0.21858269E-01     -0.18660017E-02     -0.32208121E-02
      33     -0.20857056E-01     -0.21858269E-01     -0.18814367E-02     -0.32208121E-02
      34     -0.20898673E-01     -0.21858269E-01     -0.19046712E-02     -0.32208121E-02
      35     -0.20968392E-01     -0.21858269E-01     -0.19255918E-02     -0.32208121E-02
      36     -0.21041755E-01     -0.21858269E-01     -0.19453517E-02     -0.32208121E-02
      37     -0.21080490E-01     -0.21858269E-01     -0.19668082E-02     -0.32208121E-02
      38     -0.21126164E-01     -0.21858269E-01     -0.19861042E-02     -0.32208121E-02
      39     -0.21159727E-01     -0.21858269E-01     -0.20001581E-02     -0.32208121E-02
      40     -0.21229696E-01     -0.21858269E-01     -0.20216417E-02     -0.32208121E-02
      41     -0.21248605E-01     -0.21858269E-01     -0.20395045E-02     -0.32208121E-02
      42     -0.21270748E-01     -0.21858269E-01     -0.20549760E-02     -0.32208121E-02
      43     -0.21302438E-01     -0.21858269E-01     -0.20869733E-02     -0.32208121E-02
      44     -0.21321534E-01     -0.21858269E-01     -0.21027370E-02     -0.32208121E-02
      45     -0.21357793E-01     -0.21858269E-01     -0.21248460E-02     -0.32208121E-02
      46     -0.21373095E-01     -0.21858269E-01     -0.21456330E-02     -0.32208121E-02
      47     -0.21383679E-01     -0.21858269E-01     -0.21598172E-02     -0.32208121E-02
      48     -0.21402265E-01     -0.21858269E-01     -0.21731473E-02     -0.32208121E-02
      49     -0.21430730E-01     -0.21858269E-01     -0.21915067E-02     -0.32208121E-02
      50     -0.21436255E-01     -0.21858269E-01     -0.22037683E-02     -0.32208121E-02
      51     -0.21443836E-01     -0.21858269E-01     -0.22177155E-02     -0.32208121E-02
      52     -0.21449810E-01     -0.21858269E-01     -0.22325764E-02     -0.32208121E-02
      53     -0.21456734E-01     -0.21858269E-01     -0.22472715E-02     -0.32208121E-02
      54     -0.21460522E-01     -0.21858269E-01     -0.22541549E-02     -0.32208121E-02
      55     -0.21468329E-01     -0.21858269E-01     -0.22659737E-02     -0.32208121E-02
      56     -0.21474780E-01     -0.21858269E-01     -0.22814957E-02     -0.32208121E-02
      57     -0.21480137E-01     -0.21858269E-01     -0.22973530E-02     -0.32208121E-02
      58     -0.21487393E-01     -0.21858269E-01     -0.23117563E-02     -0.32208121E-02
      59     -0.21492212E-01     -0.21858269E-01     -0.23261564E-02     -0.32208121E-02
      60     -0.21496953E-01     -0.21858269E-01     -0.23444677E-02     -0.32208121E-02
      61     -0.21506320E-01     -0.21858269E-01     -0.23554698E-02     -0.32208121E-02
      62     -0.21511777E-01     -0.21858269E-01     -0.23680002E-02     -0.32208121E-02
      63     -0.21516150E-01     -0.21858269E-01     -0.23853015E-02     -0.32208121E-02

# q=  0.00000000E+00  0.66666667E+00  0.00000000E+00  (qpt 3)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.33858253E-02     -0.21858269E-01     -0.20583447E-03     -0.32403576E-02
       2     -0.62104109E-02     -0.21858269E-01     -0.38015621E-03     -0.32403576E-02
       3     -0.86902939E-02     -0.21858269E-01     -0.55229164E-03     -0.32403576E-02
       4     -0.11517639E-01     -0.21858269E-01     -0.71533446E-03     -0.32403576E-02
       5     -0.13080166E-01     -0.21858269E-01     -0.83845326E-03     -0.32403576E-02
       6     -0.14488520E-01     -0.21858269E-01     -0.95707931E-03     -0.32403576E-02
       7     -0.15637334E-01     -0.21858269E-01     -0.10769280E-02     -0.32403576E-02
       8     -0.16757850E-01     -0.21858269E-01     -0.12070501E-02     -0.32403576E-02
       9     -0.17172043E-01     -0.21858269E-01     -0.12515569E-02     -0.32403576E-02
      10     -0.17436025E-01     -0.21858269E-01     -0.12764079E-02     -0.32403576E-02
      11     -0.17722452E-01     -0.21858269E-01     -0.13036720E-02     -0.32403576E-02
      12     -0.18043321E-01     -0.21858269E-01     -0.13445677E-02     -0.32403576E-02
      13     -0.18394271E-01     -0.21858269E-01     -0.13759471E-02     -0.32403576E-02
      14     -0.18538025E-01     -0.21858269E-01     -0.13973847E-02     -0.32403576E-02
      15     -0.18844211E-01     -0.21858269E-01     -0.14196981E-02     -0.32403576E-02
      16     -0.19016334E-01     -0.21858269E-01     -0.14499312E-02     -0.32403576E-02
      17     -0.19220420E-01     -0.21858269E-01     -0.14833943E-02     -0.32403576E-02
      18     -0.19352924E-01     -0.21858269E-01     -0.15149512E-02     -0.32403576E-02
      19     -0.19507229E-01     -0.21858269E-01     -0.15466981E-02     -0.32403576E-02
      20     -0.19632799E-01     -0.21858269E-01     -0.15768721E-02     -0.32403576E-02
      21     -0.19734715E-01     -0.21858269E-01     -0.16054723E-02     -0.32403576E-02
      22     -0.19903453E-01     -0.21858269E-01     -0.16384987E-02     -0.32403576E-02
      23     -0.20025433E-01     -0.21858269E-01     -0.16683740E-02     -0.32403576E-02
      24     -0.20125801E-01     -0.21858269E-01     -0.16923500E-02     -0.32403576E-02
      25     -0.20219457E-01     -0.21858269E-01     -0.17141332E-02     -0.32403576E-02
      26     -0.20354761E-01     -0.21858269E-01     -0.17397365E-02     -0.32403576E-02
      27     -0.20394108E-01     -0.21858269E-01     -0.17590545E-02     -0.32403576E-02
      28     -0.20448955E-01     -0.21858269E-01     -0.17843884E-02     -0.32403576E-02
      29     -0.20592750E-01     -0.21858269E-01     -0.18103373E-02     -0.32403576E-02
      30     -0.20656511E-01     -0.21858269E-01     -0.18248804E-02     -0.32403576E-02
      31     -0.20717697E-01     -0.21858269E-01     -0.18401893E-02     -0.32403576E-02
      32     -0.20803164E-01     -0.21858269E-01     -0.18670871E-02     -0.32403576E-02
      33     -0.20857056E-01     -0.21858269E-01     -0.18815249E-02     -0.32403576E-02
      34     -0.20898673E-01     -0.21858269E-01     -0.19015453E-02     -0.32403576E-02
      35     -0.20968392E-01     -0.21858269E-01     -0.19246290E-02     -0.32403576E-02
      36     -0.21041755E-01     -0.21858269E-01     -0.19466464E-02     -0.32403576E-02
      37     -0.21080490E-01     -0.21858269E-01     -0.19672344E-02     -0.32403576E-02
      38     -0.21126164E-01     -0.21858269E-01     -0.19859350E-02     -0.32403576E-02
      39     -0.21159733E-01     -0.21858269E-01     -0.19997745E-02     -0.32403576E-02
      40     -0.21229696E-01     -0.21858269E-01     -0.20222195E-02     -0.32403576E-02
      41     -0.21248605E-01     -0.21858269E-01     -0.20400328E-02     -0.32403576E-02
      42     -0.21270747E-01     -0.21858269E-01     -0.20538411E-02     -0.32403576E-02
      43     -0.21302437E-01     -0.21858269E-01     -0.20867024E-02     -0.32403576E-02
      44     -0.21321534E-01     -0.21858269E-01     -0.21033215E-02     -0.32403576E-02
      45     -0.21357792E-01     -0.21858269E-01     -0.21246253E-02     -0.32403576E-02
      46     -0.21373094E-01     -0.21858269E-01     -0.21445168E-02     -0.32403576E-02
      47     -0.21383678E-01     -0.21858269E-01     -0.21584768E-02     -0.32403576E-02
      48     -0.21402264E-01     -0.21858269E-01     -0.21723117E-02     -0.32403576E-02
      49     -0.21430730E-01     -0.21858269E-01     -0.21910031E-02     -0.32403576E-02
      50     -0.21436254E-01     -0.21858269E-01     -0.22035168E-02     -0.32403576E-02
      51     -0.21443835E-01     -0.21858269E-01     -0.22182790E-02     -0.32403576E-02
      52     -0.21449809E-01     -0.21858269E-01     -0.22336755E-02     -0.32403576E-02
      53     -0.21456734E-01     -0.21858269E-01     -0.22474940E-02     -0.32403576E-02
      54     -0.21460521E-01     -0.21858269E-01     -0.22541936E-02     -0.32403576E-02
      55     -0.21468328E-01     -0.21858269E-01     -0.22657146E-02     -0.32403576E-02
      56     -0.21474779E-01     -0.21858269E-01     -0.22809647E-02     -0.32403576E-02
      57     -0.21480137E-01     -0.21858269E-01     -0.22973995E-02     -0.32403576E-02
      58     -0.21487392E-01     -0.21858269E-01     -0.23122722E-02     -0.32403576E-02
      59     -0.21492211E-01     -0.21858269E-01     -0.23269136E-02     -0.32403576E-02
      60     -0.21496952E-01     -0.21858269E-01     -0.23451346E-02     -0.32403576E-02
      61     -0.21506319E-01     -0.21858269E-01     -0.23571530E-02     -0.32403576E-02
      62     -0.21511776E-01     -0.21858269E-01     -0.23693981E-02     -0.32403576E-02
      63     -0.21516149E-01     -0.21858269E-01     -0.23872050E-02     -0.32403576E-02

# q=  0.33333333E+00  0.33333333E+00  0.00000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.32626977E-02     -0.28193954E-01     -0.13244936E-03     -0.30752406E-02
       2     -0.54148711E-02     -0.28193954E-01     -0.32094328E-03     -0.30752406E-02
       3     -0.78745379E-02     -0.28193954E-01     -0.47136209E-03     -0.30752406E-02
       4     -0.97535315E-02     -0.28193954E-01     -0.68120857E-03     -0.30752406E-02
       5     -0.11617593E-01     -0.28193954E-01     -0.83094485E-03     -0.30752406E-02
       6     -0.13469808E-01     -0.28193954E-01     -0.95502591E-03     -0.30752406E-02
       7     -0.14850194E-01     -0.28193954E-01     -0.11185341E-02     -0.30752406E-02
       8     -0.16361734E-01     -0.28193954E-01     -0.12709293E-02     -0.30752406E-02
       9     -0.17035536E-01     -0.28193954E-01     -0.13046210E-02     -0.30752406E-02
      10     -0.17401487E-01     -0.28193954E-01     -0.13318339E-02     -0.30752406E-02
      11     -0.17811088E-01     -0.28193954E-01     -0.13641947E-02     -0.30752406E-02
      12     -0.18379271E-01     -0.28193954E-01     -0.14009991E-02     -0.30752406E-02
      13     -0.18917515E-01     -0.28193954E-01     -0.14296819E-02     -0.30752406E-02
      14     -0.19186730E-01     -0.28193954E-01     -0.14525348E-02     -0.30752406E-02
      15     -0.19643900E-01     -0.28193954E-01     -0.14762673E-02     -0.30752406E-02
      16     -0.19958377E-01     -0.28193954E-01     -0.15071193E-02     -0.30752406E-02
      17     -0.20296656E-01     -0.28193954E-01     -0.15414676E-02     -0.30752406E-02
      18     -0.20555518E-01     -0.28193954E-01     -0.15699477E-02     -0.30752406E-02
      19     -0.20888646E-01     -0.28193954E-01     -0.16039671E-02     -0.30752406E-02
      20     -0.21100038E-01     -0.28193954E-01     -0.16311283E-02     -0.30752406E-02
      21     -0.21299197E-01     -0.28193954E-01     -0.16560979E-02     -0.30752406E-02
      22     -0.21754611E-01     -0.28193954E-01     -0.16867663E-02     -0.30752406E-02
      23     -0.21956050E-01     -0.28193954E-01     -0.17130564E-02     -0.30752406E-02
      24     -0.22155012E-01     -0.28193954E-01     -0.17363989E-02     -0.30752406E-02
      25     -0.22380204E-01     -0.28193954E-01     -0.17568011E-02     -0.30752406E-02
      26     -0.22706774E-01     -0.28193954E-01     -0.17845234E-02     -0.30752406E-02
      27     -0.22814956E-01     -0.28193954E-01     -0.17987936E-02     -0.30752406E-02
      28     -0.22947135E-01     -0.28193954E-01     -0.18195064E-02     -0.30752406E-02
      29     -0.23331744E-01     -0.28193954E-01     -0.18443713E-02     -0.30752406E-02
      30     -0.23448800E-01     -0.28193954E-01     -0.18597720E-02     -0.30752406E-02
      31     -0.23575990E-01     -0.28193954E-01     -0.18743404E-02     -0.30752406E-02
      32     -0.23869251E-01     -0.28193954E-01     -0.19108242E-02     -0.30752406E-02
      33     -0.24009915E-01     -0.28193954E-01     -0.19272122E-02     -0.30752406E-02
      34     -0.24153096E-01     -0.28193954E-01     -0.19450135E-02     -0.30752406E-02
      35     -0.24320232E-01     -0.28193954E-01     -0.19684556E-02     -0.30752406E-02
      36     -0.24542657E-01     -0.28193954E-01     -0.19886061E-02     -0.30752406E-02
      37     -0.24645397E-01     -0.28193954E-01     -0.20081916E-02     -0.30752406E-02
      38     -0.24784763E-01     -0.28193954E-01     -0.20273856E-02     -0.30752406E-02
      39     -0.24890104E-01     -0.28193954E-01     -0.20402865E-02     -0.30752406E-02
      40     -0.25136629E-01     -0.28193954E-01     -0.20657538E-02     -0.30752406E-02
      41     -0.25205735E-01     -0.28193954E-01     -0.20799383E-02     -0.30752406E-02
      42     -0.25284635E-01     -0.28193954E-01     -0.20906460E-02     -0.30752406E-02
      43     -0.25414074E-01     -0.28193954E-01     -0.21280231E-02     -0.30752406E-02
      44     -0.25484156E-01     -0.28193954E-01     -0.21430892E-02     -0.30752406E-02
      45     -0.25608359E-01     -0.28193954E-01     -0.21641455E-02     -0.30752406E-02
      46     -0.25672992E-01     -0.28193954E-01     -0.21805198E-02     -0.30752406E-02
      47     -0.25716122E-01     -0.28193954E-01     -0.21926580E-02     -0.30752406E-02
      48     -0.25775866E-01     -0.28193954E-01     -0.22040985E-02     -0.30752406E-02
      49     -0.25843325E-01     -0.28193954E-01     -0.22190493E-02     -0.30752406E-02
      50     -0.25879245E-01     -0.28193954E-01     -0.22314426E-02     -0.30752406E-02
      51     -0.25920064E-01     -0.28193954E-01     -0.22437794E-02     -0.30752406E-02
      52     -0.25949412E-01     -0.28193954E-01     -0.22546455E-02     -0.30752406E-02
      53     -0.25992389E-01     -0.28193954E-01     -0.22683032E-02     -0.30752406E-02
      54     -0.26009533E-01     -0.28193954E-01     -0.22735587E-02     -0.30752406E-02
      55     -0.26046601E-01     -0.28193954E-01     -0.22855308E-02     -0.30752406E-02
      56     -0.26078331E-01     -0.28193954E-01     -0.22961061E-02     -0.30752406E-02
      57     -0.26113649E-01     -0.28193954E-01     -0.23088211E-02     -0.30752406E-02
      58     -0.26143290E-01     -0.28193954E-01     -0.23198747E-02     -0.30752406E-02
      59     -0.26165496E-01     -0.28193954E-01     -0.23287763E-02     -0.30752406E-02
      60     -0.26199992E-01     -0.28193954E-01     -0.23408523E-02     -0.30752406E-02
      61     -0.26248530E-01     -0.28193954E-01     -0.23542399E-02     -0.30752406E-02
      62     -0.26279464E-01     -0.28193954E-01     -0.23678342E-02     -0.30752406E-02
      63     -0.26311773E-01     -0.28193954E-01     -0.23818135E-02     -0.30752406E-02

